"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-4709"	1.973702	2.195437	4.655515	3.424638	6.776252	2.358863	1.696248	17.337619	4.091817	6.237558	3.216063	1.346402	4.5603	2.24186	16.420062	1.80865	0.99089	1.438083	2.083516	5.167772	1.219498	0.774922	6.312055	2.524999	1.908769	8.588604	4.725309	1.350464	3.328462	1.420802	1.099613	0	1.470653	2.307976	1.33578	7.210568	1.721458	4.230921	0.933669	4.96065	1.082091	1.884196	4.005572	1.503402	0.314932	1.720089	27.674071	17.335689	0.419958	0	1.406085	1.765209	4.270815	3.292592	1.126219	0.714962	0.996173	0.757199	8.328846	16.198047	2.396817	2.854841	1.385844	0	2.005983	3.541691	1.749353	0.250138	0.818095	2.329007	0.580187	0.618214	3.402845	5.334956	0.875683	2.66593	0.720297	1.100605	0.998733	8.401573	2.653971	6.405124	1.861272	3.356589	3.425832	3.491875	1.801369	0.435091	1.879751	1.57897	3.163999	0.695408	1.717234	1.10306	0.404407	7.916161	8.439605	4.227551	5.399113	1.231721	2.340582	2.851144	2.855517	1.882729	0.520956	0.499478	2.676218
"hsa-mir-4710"	0	0	0	0	0	0	0	0	0	0	0	0.08415	0	0.101903	0	0	0	0	0	0.172259	0.12195	0.154984	0	0	0	0	0	0	0	0.258328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077158	0	0	0	0	0.411613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085168	0	0.348073	0	0	0.372235	0	0	0	0	0	0	0.105689	0.099984	0	0	0.30548	0	0	0	0	0
"hsa-mir-4711"	0	0	0	0.092558	0	0	0	0	0	0	0	0	0.123251	0	0	0	0	0	0.148823	0	0	0	0	0	0	0	0	0	0	0	0.137452	0	0.105047	0	0	0	0	0.183953	0.133381	0	0.166476	0.209355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091929	0	0.220121	0.124842	0	0	0	0	0.115744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094748	0	0	0	0	0	0	0
"hsa-mir-4712"	0	0.823289	0.216536	0	0	0.076092	0	0	0	0	0	0.08415	0	0	0	0	0	0	0.744113	0	0	0	0	0	0.100462	0	0	0.135046	0	0.258328	0	0.176405	0	0.364417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10972	0.139986	0	0	0.481421	0.090868	0	0.450488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327238	0	0.116037	0	0	0	0	0.367714	0.180074	0	0.499366	0	0	0	0	0	0.527051	0.170335	0.069283	0	0	0	0.186118	0	0	0.344706	0	0.37696	0	0	0	0.094748	0	0.203653	0	0	0	0	0
"hsa-mir-4713"	0	0	0	0	0	0.152185	0.898014	0	0.419673	0	0	0	0	0.305708	0	0.425565	0	0.539281	0.297645	1.722591	0.36585	4.184577	0.238191	1.578124	0	0.160535	0.488825	0	0	0	0.137452	0	0.210093	0.850307	0.121435	0.710901	0	0	0.400144	0	0	0	1.502089	0.601361	14.014466	0	0	0.10972	0	12.708048	0.351521	0.641894	2.544315	0.968409	3.153415	0	0	0	0.43836	0.305624	0.762623	0	4.734968	5.623768	0	0.431914	0	0.500276	0	0.122579	3.597157	0	0	0.093596	0.218921	0	0	0	1.498099	0	0	0	10.901739	0.578722	0	0.425838	0	0	1.590559	0.947382	0	0.973571	0.190804	0	0.674012	0.062827	0.127873	0	0	0	0	0	0	0	0.130239	0	0
"hsa-mir-4714"	0.089714	0	0.216536	0	0	0.076092	0	0.34908	0	0.503029	0	0	0	0.101903	0	0.425565	0.110099	0.269641	0	0	0.12195	0.774922	0	0	0	0	0	0	0.665692	0	0	0	0	0	0.607173	0	0	0	0.133381	0	0	0	0	0	0.944795	0	0	0.219439	0	2.737118	0	0	0	0	0	0	0	0	0	0.101875	0	0.077158	0.461948	0	0	0	0	0	0.327238	0	0.116037	0	0.068057	0.187191	0	0.459643	0.090037	0.220121	0.499366	0	0.530794	0	1.32948	0	0	0.085168	0.069283	0	0	0	0.186118	0	0.095402	0	0.134802	0	0	0	0.499918	0	0.369566	0.509133	0	0	0.130239	0.332985	0.102931
"hsa-mir-4715"	0.269141	0	0	0.092558	0.098207	0	0	0.23272	0	0	0	0	0.123251	0	0	0	0	0.17976	0.148823	0	0	0	0	0.315625	0	0.240802	0	0	0	0	0	0	0	0	0	0.203115	0	0	0	0	0	0	1.168292	0	0.157466	0	0	0	0	0	0.175761	0	0	0.581046	0	0	0	0	0	0.305624	0	0	0	0	0.100299	0	0.205806	0	0	0	0	0	0.068057	0	0	0.551572	0.090037	0	0	0	0	0	0.132948	0	0	0	0	0	0	0.157897	0.186118	0.139082	0	0.068941	0	0.18848	0.255746	0	0.099984	0	0.123189	0.203653	0	0	0	0	0.308794
"hsa-mir-4716"	0.448569	0	0	0	0	0.152185	0	0	0	0	0	0	0	0	0.200245	0	0	0	0.297645	0.172259	0	0.309969	0	0.157812	0.100462	0	0.488825	0.270093	0	0	0	0	0	0	0	0	0.095637	0.367906	0	0	0	0.209355	0.166899	0	0.314932	0	0	0	0	0	0	0	0.363474	0.387364	0	0	0	0	0	0	0	0	0	0	0	0.086383	0	0	0	0	0	0	0.544455	0	0	0.183857	0	0	0	0	0	0.284672	0.132948	0	0	0	0	0.087018	0	0	0	0.278163	0	0	0.134802	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4717"	0.358855	0	0	0	0	0.152185	0.099779	0.11636	0.734429	0	0	0.1683	0.123251	0	0.400489	0	0	0.449401	0	0	0	0	0	0	0.401846	0.240802	0	0.945325	0	0	0	0	0	0.121472	0	0.101557	0.28691	0.183953	0	0.387551	0.083238	0.41871	0	0	0.157466	0.156372	0.116768	0	0	0.586525	0	0.481421	0.181737	0.387364	0	0	0.166029	0	0	0.203749	0	0.154316	0	0	0	0.259148	0.205806	0	0.327238	0	0	0	0.204171	0.093596	0	0.459643	0.180074	0	0.873891	0.387765	0	0.427008	0	0.115744	0.922339	0	0.20785	0.087018	0	0.157897	0	0.278163	0	0	0.674012	0.125653	0	0.422755	0.199967	0.189496	0	0	0.15029	0	0	0	0.102931
"hsa-mir-4718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4719"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.487799	1.394859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629864	0	0	0	0	0	0.527282	0	0	0	0	0	0	3.331674	0	0	0	0	0.923896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4720"	0.179427	0	0.216536	0	0.196413	0.152185	0.099779	0	0	0	0.194913	0	0.246503	0	0	0	0	0	0	0.172259	0	0	0.119095	0.157812	0	0.080267	0	0.135046	0	0.258328	0	0	0	0	0	0.101557	0	0.183953	0	0	0.083238	0	0	0	0.157466	0.156372	0	0	0	0	0	0	0.454342	0	0	0	0	0	0	0	0	0	0	0	0.300897	0.431914	0.102903	0.500276	0.327238	0	0.232075	0.123643	0	0.187191	0	0.091929	0	0.220121	0	0	0	0.284672	0.531792	0	0	0	0.138567	0	0.144596	0	0	0.278163	0.095402	0.482589	0	0	0	0	0	0.094748	0	0.814612	0	0	0.130239	0.499478	0
"hsa-mir-4721"	0	0	0.216536	0	0	0	0	0.11636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4722"	0	0	0	0.092558	0	0	0	0	0	0	0.097456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077158	0.115487	0	0	0	0	0.375207	0	0	0	0	0	0	0	0	0.090037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4723"	0.897137	0	0.866142	0.185116	0.392826	0.076092	0.199559	0.581799	0.209837	0	0.097456	0.1683	0.246503	0.203805	0.200245	0	0	0.17976	0	0.344518	0.609749	0.774922	0.595477	0.157812	0.100462	0.080267	0.162942	1.080371	0	0.258328	0	0	0.210093	0	0.121435	0.101557	0	0.735812	0	1.240163	0.332951	0	0.333798	0	0.157466	0.156372	0.116768	0.329159	0	0	1.406085	0.962841	1.181289	0.387364	0.450488	0	0.996173	0	0.43836	0.101875	0	0.154316	0.115487	0	0.802393	0.172765	0.205806	0	0	0	0	0	0.272228	0	0.10946	0.6435	0.180074	0.110061	0.499366	0	0.442329	0.427008	0.531792	0.462978	0	0.255503	0.415701	0	0	0	0	0	0.095402	0.137883	0	0.37696	0.127873	0.422755	0	0	0	0.101827	0	0	0.260478	0.332985	0.102931
"hsa-mir-4724"	1.255992	0	2.381891	0.092558	1.276685	0.684831	0	0.465439	0.62951	0.301817	0.097456	0.589051	0.123251	0.917125	0.800979	0	0.220198	0.17976	0	2.239368	0.2439	0	1.071858	0	1.506923	2.568555	0.814708	0.270093	0.166423	0.774983	0.137452	0	0.420186	1.579141	0.121435	1.218687	2.582187	2.023484	0.800287	3.487957	1.248567	0.837421	0.834494	0.45102	1.259727	3.20562	0.583841	4.388782	0.139986	0	1.054563	1.444262	8.269025	0.968409	0.675732	0	0	0	2.191802	0.713122	0.762623	0.154316	0	0.244512	1.103291	5.614876	6.071286	0.125069	1.63619	0	0.348112	0.741857	0.544455	1.31034	0.328381	0.459643	0	0.220121	0.124842	0	1.061589	0.427008	0.265896	1.273189	0	1.022012	0.20785	0.174036	0.722981	0.157897	0.186118	1.529898	0.667813	0.689413	2.156837	0.439787	0	1.902398	2.299622	0.947478	1.108697	3.054797	0.901742	0.313788	0	4.99478	0.72052
"hsa-mir-4725"	0	0	0.541339	0	0	0.076092	0	0	0	0.100606	0	0.08415	0	0.611416	0	0	0.99089	0.449401	0.148823	0.344518	0	1.549843	0	0.157812	0	0	0	0	0	0	0	0.176405	0	0	0	0.710901	0.095637	0.367906	0	0	0	0	0	0	0	0	0	0	0.279972	0	0	0.160474	0.181737	0	0.450488	0	0.996173	0	0.175344	0	0	0	0.115487	0.855791	0	0.172765	0	0	0	0	0	0	0.204171	0	0	0	0.090037	0.110061	0.374525	0	0	0.427008	0	0.115744	0	0	0.20785	0.087018	0	0	0	0	0.095402	0	0.269605	0	0.127873	0	0.099984	0	0.492754	0	0.450871	0	0	0.166493	0
"hsa-mir-4726"	0.448569	0	0	0	0.29462	0.076092	0.099779	0.11636	0	0	0	0.1683	0.246503	0.101903	0.200245	0	0	0	0	0.172259	0	0.619937	0	0.315625	0.301385	0.321069	0	0	0.499269	0	0.137452	0.176405	0	0.48589	0.121435	0.101557	0.095637	0	0.133381	0.15502	0.249713	0	0	0	0.314932	0.156372	0.116768	0	0	1.955084	0	0	0.454342	0.387364	1.351463	0	0	0	0	0.814996	0.326839	0.231474	0.230974	0	0	0.172765	0.514516	0.250138	0	0	0	0.247286	0.272228	0.280787	0	0	0.270111	0.220121	0	0.129255	0.442329	0	0	0.231489	0	0	0.069283	0.174036	0	0	0.186118	0	0.095402	0	0	0.125653	0.255746	0.105689	0.999836	0	0.246377	0	0	0.52298	0	0	0.308794
"hsa-mir-4727"	0	0	0.97441	0.092558	0.687446	0.076092	0.199559	0.11636	0.839347	0.301817	0.097456	0.420751	1.479016	0.713319	0	0	0.220198	0.269641	0.446468	0	0.853649	0.774922	0.119095	0.315625	0.200923	0.401337	0	0.405139	0.332846	0.129164	0.687258	0	0.210093	0	0.485738	0.304672	0.095637	0.367906	0	0.465061	0.083238	0.41871	0	0.30068	0.472398	0.547301	0.350305	0.987476	0.139986	0	0.175761	0.641894	0	0.581046	0.225244	0	0	0	0.701377	0.203749	0.108946	0.385789	0.230974	0	0.300897	0.691062	0.617419	0.125069	0.163619	0	0.116037	0.123643	0	0.093596	0.10946	0.091929	0.270111	0.110061	0	0	0.176931	0	0.66474	0.115744	0.395288	0.085168	0	0.261054	0.144596	0	1.861176	0.556326	0.095402	0.344706	0.404407	0.251307	0.255746	0.951199	0.399934	0.284243	0.246377	0.407306	0.601162	0.418384	0.260478	0.665971	0
"hsa-mir-4728"	4.037117	2.607082	5.413389	1.573482	3.240816	1.826216	1.596469	0.814519	1.888531	3.923625	0.097456	3.702604	3.204535	2.547568	2.202691	4.681213	0.550495	3.415448	2.083516	0.861295	2.073147	3.409655	3.691957	3.94531	5.023078	3.692297	3.095892	2.971021	3.494885	2.71244	3.161387	0.529215	7.353263	2.55092	3.157298	3.351391	3.156007	2.759296	2.400862	12.944196	2.164182	1.046776	4.673167	1.052381	1.102261	3.20562	1.634755	5.815136	0.69993	6.451778	3.339451	5.456101	6.633394	7.747275	2.477683	0.804333	3.320578	4.846071	5.172652	3.463733	5.556256	1.928947	0.692922	1.100302	4.112266	6.133172	2.058063	1.876036	2.454285	0	2.204709	2.720142	1.701423	4.866977	5.035175	0.551572	0.540223	2.421331	4.743982	0	2.47704	1.423361	3.190753	1.620422	10.804546	2.384695	3.325604	3.393707	3.614907	1.105279	22.520225	2.781632	3.720675	1.516708	0.539209	1.445013	1.150855	4.438928	8.09867	2.084451	2.094205	8.349777	2.404646	2.92869	3.386213	6.493214	4.734848
"hsa-mir-4729"	0.089714	2.332652	0.108268	0	0.392826	0.152185	0	0.34908	0.104918	0.402423	0.292369	0	0	0	0.400489	0	0	0.17976	0.297645	0.861295	0.853649	0	0.238191	0	0	0	0.162942	0.135046	0.332846	0.129164	0	0	0	0.242945	0	0.507786	1.052002	0	0.266762	0	0.249713	0.209355	0.500696	0	0	0	0.350305	0.438878	0	0	2.636409	0	0.363474	0	0	0	0.166029	0	0.175344	0.203749	0	0	0.692922	0	0.100299	0.604679	0.102903	0	0.327238	0	0.232075	0	0	0.187191	0.10946	0	0.360148	0	0	0	0	0.142336	0	0.115744	0	0.425838	0.277134	0.174036	0.144596	0	0	0.278163	0.095402	0.55153	0	0	0.255746	0	0.099984	0	0	1.323745	0	0.418384	0	0	0
"hsa-mir-4730"	0	0	0.433071	0	0	0	0	0	0	0	0	0	0	0.101903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605759	0	0.203749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218921	0	0	0	0	0	0	0	0	0	1.054102	0	0	0	0	0	0	0	0.095402	0	0	0	0	0.422755	0	0	0	0	0	0	0	0	0
"hsa-mir-4731"	0.269141	0	0.108268	0.092558	0	0.076092	0.199559	0	0.209837	0.301817	0.097456	0.08415	0.246503	0	0.200245	0	0	0	0.892935	0	0.12195	0.154984	0	0.473437	0.100462	0	1.629417	0	0	1.03331	0	0	0.420186	0	0.850042	0	0.669456	0.367906	0	0.07751	0.998853	0.628065	0.166899	0	0.472398	0	0.350305	0.219439	0.279972	0	0.527282	0.160474	0.363474	0	0.225244	0	0	0	0	0.101875	0.435785	0.231474	0	0	0.300897	0	0.205806	0	0	0	0.116037	0.123643	0.136114	0	0.10946	0.459643	0.360148	0.220121	0.124842	0	0.176931	1.565697	0	0	0	0.170335	0.20785	0.087018	0	0	0	0	0.381608	0.068941	0.269605	0.125653	0	0.422755	0	0	0.492754	0.30548	0	0	0.130239	0.166493	1.029315
"hsa-mir-4732"	0	0.823289	2.165356	0.092558	0	0	0.698455	0.930879	0.314755	0.804846	0.292369	0.08415	0.493005	0.407611	0	0	0.550495	0.898802	1.190581	0.344518	0.609749	0.309969	0.952763	0.315625	0.100462	0.240802	1.466475	0.405139	1.497808	0.516655	0.549806	0.35281	0.63028	0	0.728607	0.101557	0.28691	4.230921	0.400144	0.07751	0.832378	0.209355	2.503482	0	0.314932	0.234558	1.868292	0	0	1.173051	1.406085	2.888524	0.726947	0	1.126219	0	0	0	0.964393	0	0.544731	0	0.230974	0.489023	0.200598	0.086383	0.411613	0	3.763237	0.122579	0	0.370929	0.136114	0.842361	0.10946	0.183857	0.270111	0.880484	1.622941	0	1.23852	0	1.063584	0	0.790577	0.766509	0.623551	0.522109	0	0.157897	0	0.139082	0	0	0.269605	0	0.511491	1.69102	0	0.568487	0.985508	0.407306	1.803485	0.104596	0	0.499478	0.823452
"hsa-mir-4733"	0.538282	0	0.324803	0.555347	0.687446	0.076092	0.698455	0	0.104918	0.301817	0.097456	0.1683	0.369754	0.509514	0.400489	0	0.220198	0.988682	0.59529	0	0.12195	1.704828	0	0	0.401846	0.080267	0.162942	0.540186	0.166423	0.387491	0.137452	0	0	0.121472	0	0	0.095637	1.103718	0.533525	0.387551	0.582664	0.209355	0.333798	0.15034	0.629864	0.078186	0	0.10972	0.139986	0	0.175761	0.160474	0.272605	0	0	0	1.49426	0	0	0.101875	0.435785	0.385789	0.461948	0	0.501496	0	0.205806	0.625345	1.145333	0	0.116037	0.370929	0.272228	0.187191	0.10946	0	0.090037	0	0.624208	0	0.884657	0	1.595376	0	1.185865	0.255503	0.138567	0.261054	0.433789	0.631588	1.116705	0	0.286206	0	0	0.37696	0	0.105689	0.199967	0	0	0.30548	0	0.418384	1.953585	0.166493	0.514657
"hsa-mir-4734"	0.089714	0	0.324803	0	0	0.076092	0	0	0	0.301817	0	0	0.246503	0.305708	0	0	0	0	0	0	0.487799	0.309969	0	0	0	0	0	0.405139	0.166423	0	0.137452	0	0	0	0.121435	0	0.095637	0	0	0	0	0	0	0	0	0	0.116768	0.10972	0	0	0	0	0.181737	0	0	0	0.166029	0	0	0.101875	0.108946	0.077158	0	0	0	0.086383	0	0	0	0	0	0.123643	0	0	0.218921	0.091929	0.360148	0	0.499366	0	0	0	0	0	0	0	0	0.696145	0.144596	0	0	0	0.286206	0	0.539209	0.125653	0	0	0	0	0	0.101827	0	0	0.130239	0	0.102931
"hsa-mir-4735"	0	0	0	0	0	0	0.099779	0	0	0	0	0	0	0	0	0	0.110099	0	0.744113	0	0	0	0	0	0	0	0	0	0	0.387491	0.137452	0	0	0	0	0	0	0	0	0	0.166476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4736"	0.358855	0	0.216536	0.647905	0	0	0	0	0	0	0	0.1683	0	0	0	0	0.110099	0	0.148823	0	0	0	0	0	0	0.240802	0.162942	0	0	0	0	0.176405	0	0	0.121435	0	0	0	0	0	0.166476	0.209355	0	0	0	0	0	0	0.139986	0	0	0	0	0	0	0	0	0	0	0.203749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091929	0	0	0.124842	0	0	0.142336	0	0.231489	0	0	0	0	0	0	0	0	0.47701	0	0	0.18848	0	0.317066	0.099984	0	0	0	0.450871	0	0	0	0.102931
"hsa-mir-4737"	0	0	0.216536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269641	0	0	0	0	0	0	0	0	0.325883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142336	0	0	0	0	0	0	0	0	0.186118	0	0	0	0	0	0	0.105689	0	0	0	0	0	0	0	0	0
"hsa-mir-4738"	0	0	0	0.092558	0	0.152185	0	0	0.419673	0	0.292369	0	0	0	0	0	0	0	0	0	0	0.154984	0.238191	0	0.602769	0.321069	0	0.135046	0.832115	0.387491	0.137452	0	0	0.48589	0.242869	0	0.095637	0	0	0.542571	0	0	1.001393	0	0.472398	0.078186	0.116768	0	0	0	0	0	0	0.193682	0.225244	0.625592	0.166029	0	0	0	0.108946	0	0.346461	0.978047	0	0.086383	0.720322	0.125069	0	0	0	0.247286	0.476398	0	0.10946	0	0	0.110061	0.374525	0	0	0	0.132948	0.231489	0.790577	0.170335	0.069283	1.39229	0	0	0.186118	0.278163	0.286206	0	0.269605	0	0	0.105689	0.099984	0.189496	0	0.101827	0.15029	0.104596	0	0	0
"hsa-mir-4739"	0.089714	0	0	0	0	0.076092	0	0	0	0	0	0.08415	0.739508	0	0	0	0.440396	0.08988	0	0	0.487799	0	0.238191	0	0	0.321069	0	0	0	0	0	0.176405	0	0.242945	0	0.101557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101875	0	0	0	0	0.200598	0	0	0	0.818095	0	0	0	0	0	0	0	0.810334	0	0	0	0	0	0.265896	0.115744	0	0	0	0.087018	0	0	0	0	0	0	0.269605	0	0	0	0.099984	0	0	0	0	0.418384	0.260478	0	0.102931
"hsa-mir-4740"	0	0	0	0	0.098207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172259	0	0.309969	0	0	0	0	0	0	0	0.129164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086383	0	0.125069	0	0	0	0	0.272228	0	0	0.183857	0	0	0	0	0	0	0	0	0	0.085168	0	0	0	0	0	0	0	0	0	0	0	0	0.099984	0	0	0	0	0	0	0	0
"hsa-mir-4741"	0	0	0	0.185116	0	0	0.099779	0.11636	0	0	0.194913	0.25245	0	0.305708	0.400489	0	0.110099	0.08988	0	0	0.731699	0.464953	0.119095	0	0.301385	0.080267	0	0	0.332846	0	0	0	0	0	0.242869	0.101557	0.191273	0	0.133381	0.310041	0.166476	0.41871	0	0.15034	0	0	0	0.329159	0	0.782034	0	0	0.181737	0	0	0	0	1.060078	0	0.101875	0	0	0.230974	0	0	0.259148	0.514516	0	0.163619	0	0.116037	0.494571	0	0.187191	0.218921	0	0	0	0	0	0.088466	0.284672	0	0	0	0	0	0.261054	0.144596	0	0	0	0	0	1.078418	0.251307	0	0	0.299951	0	0	0	0	0	0	0	0.102931
"hsa-mir-4742"	4.5754	0.686074	6.387799	2.406503	2.651577	1.674032	3.492275	4.305315	2.518041	9.054519	2.728781	3.450154	5.299808	4.687525	5.206361	0.957521	1.651484	2.516646	2.529984	4.650995	4.999943	6.974295	5.835674	6.470309	3.717077	5.137109	1.303533	4.186439	5.824808	5.941535	4.398452	2.116861	2.836259	2.793865	6.921768	3.046719	2.677824	2.39139	3.601294	7.673506	2.746847	2.302907	5.67456	4.059184	3.306784	4.769337	3.97012	7.570649	1.539846	3.323643	6.678902	4.332786	5.633841	3.486274	2.928171	0.893703	5.312925	7.117666	5.874028	3.565608	3.704171	1.851789	2.771689	1.956093	6.318847	5.614876	4.424835	2.251243	3.763237	1.470952	3.365083	2.720142	6.261235	6.083721	7.552763	2.206287	1.530631	4.072239	2.871357	6.333494	3.273231	2.419714	3.988441	6.134456	4.611696	6.302409	1.939936	2.78458	3.47031	1.736867	2.977881	3.337958	5.533311	1.240943	4.852883	4.460694	4.347675	5.707194	4.699228	2.55819	8.500008	2.138358	4.05784	4.602226	3.516452	10.822023	3.705533
"hsa-mir-4743"	0.089714	0	0.324803	0	0	0	0.299338	0	0	0	0	0	0.123251	0.203805	0	0.319174	0	0	0.148823	0.172259	1.097549	0	0.238191	0	0.200923	0	0	0.270093	0	0	0	0	0.525233	0	0.364304	0.203115	0.28691	0.183953	0.133381	0.620081	0	0	0	0	0	0.547301	0.934146	0.10972	0	0	0.527282	0	0.54521	0.193682	0	0	0.664116	0	0	0.101875	0	0.308631	0.115487	0	0	0	0.411613	0	0	0	0	0	0	0	0.547302	0	0	0	0	0	0.088466	0.569344	0.132948	0	0.527051	0	0	0.087018	0.144596	0	0.558353	0	0.381608	0.206824	0.134802	0.251307	0.127873	0.739821	0	0.094748	0	0	0	0.418384	0.130239	0	0.102931
"hsa-mir-4744"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08988	0	0	0.609749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374383	0	0	0	0	0	0	0.176931	0	0	0	0	0.085168	0	0	0	0	0	0	0	0	0	0	0	0	0.399934	0	0	0	0	0	0	0	0
